lat-long,fsq_id,cat_id,category_name,categories,name,address,city,country,popularity
"41.93258963429789,-87.66593635082245",5211384211d2d908bb8d5f58,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2400 N Greenview Ave (Greenview Ave & Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.93258963429789,-87.66593635082245",55a1d52f498e69451a91b26c,17119.0,Bicycle Store,"[{'id': 17119, 'name': 'Bicycle Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Big City Bikes,"2425 N Ashland Ave (Fullerton), Chicago, IL 60614",Chicago,US,
"41.87943409140013,-87.63550400733948",532dd8a9498e0d33419e4504,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"115 S Franklin St (Franklin St & Monroe St), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",4bc6013651b376b03ecf1a6f,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Union Station,"210 S Canal St (at Jackson), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",45840daef964a520923f1fe3,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Jamba Union Station / Chicago,"225 S Canal St (btwn W Adams St & W Jackson Blvd), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",4c968e1bf244b1f7e67c351d,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Union Station - Great Hall - Macallan Event,"225 S Canal St (btwn W Adams St & W Jackson Blvd), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",5282b870498e8a963b4cf796,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"200 W Quincy St (Franklin St & Quincy St), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",51bb1cc079c9be3acfaf5f30,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"340 S Franklin St (Franklin St & Jackson Blvd), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",59022c99446ea60929366532,11167.0,Technology Business,"[{'id': 11167, 'name': 'Technology Business', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/technology_', 'suffix': '.png'}}]",Synchrony Innovation Station,"222 W Adams St, Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",51bb1cc079c9be3acfaf5e80,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"85 S Canal St (Canal St & Monroe St), Chicago, IL 60606",Chicago,US,
"41.87943409140013,-87.63550400733948",52d861a911d200fc5186821f,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"80 S Canal St (Monroe St.), Chicago, IL 60661",Chicago,US,
"41.87943409140013,-87.63550400733948",50915f88e4b031cde249b98a,17056.0,Flower Store,"[{'id': 17056, 'name': 'Flower Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/flowershop_', 'suffix': '.png'}}]",Chicago Union Station Flowers and Gifts,"225 S Canal St (at Union Station), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",532dd8a9498e0d33419e4504,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"115 S Franklin St (Franklin St & Monroe St), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",4bc6013651b376b03ecf1a6f,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Union Station,"210 S Canal St (at Jackson), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",4da604d243a1a8b31792afb6,16030.0,Other Great Outdoors,"[{'id': 16030, 'name': 'Other Great Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_', 'suffix': '.png'}}]",Smokers Area LaSalle Street Station,"Chicago, IL 60605",Chicago,US,
"41.8750236280333,-87.6330940425396",5988e265d41bb71b6c7dba25,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Track 6 Lasalle Street Station,"Chicago, IL 60607",Chicago,US,
"41.8750236280333,-87.6330940425396",45840daef964a520923f1fe3,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Jamba Union Station / Chicago,"225 S Canal St (btwn W Adams St & W Jackson Blvd), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",4c968e1bf244b1f7e67c351d,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Union Station - Great Hall - Macallan Event,"225 S Canal St (btwn W Adams St & W Jackson Blvd), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",51bb1cc079c9be3acfaf5f30,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"340 S Franklin St (Franklin St & Jackson Blvd), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",5282b870498e8a963b4cf796,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"200 W Quincy St (Franklin St & Quincy St), Chicago, IL 60606",Chicago,US,
"41.8750236280333,-87.6330940425396",51bb1cc079c9be3acfaf5ef0,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"360 S State St (State St & Van Buren St), Chicago, IL 60604",Chicago,US,
"41.8750236280333,-87.6330940425396",5234c820498edf4ad545ba6b,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"600 S Canal St (Canal St & Harrison St), Chicago, IL 60607",Chicago,US,
"41.89046879243862,-87.70260751247406",56439c29cd109915f7fa2ff3,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3177 W Chicago Ave (Kedzie Ave & Chicago Ave), Chicago, IL 60622",Chicago,US,
"41.89046879243862,-87.70260751247406",4b743018f964a520eecb2de3,19054.0,Public Transportation,"[{'id': 19054, 'name': 'Public Transportation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/taxi_', 'suffix': '.png'}}]",Kedzie - CTA Green Line Station,"3200 W Lake St (at Kedzie Ave.), Chicago, IL 60624",Chicago,US,
"41.89046879243862,-87.70260751247406",f0161a8b045245838337fbce,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Kedzie Satation Station,"Chicago, IL 60624",Chicago,US,
"41.89046879243862,-87.70260751247406",53025a21498e3ad51302105c,11174.0,Warehouse,"[{'id': 11174, 'name': 'Warehouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",Department of Streets and Sanitation Salt Salt Station,"West Grand Ave (North Rockwell Street), Chicago, IL 60612",Chicago,US,
"41.89046879243862,-87.70260751247406",58c0a2c9cc5b6a4a58c202e2,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Metra Train to Chicago Union Station,"Chicago, IL 60612",Chicago,US,
"41.89046879243862,-87.70260751247406",4f926ae4e4b04b1ee1676787,19007.0,Fuel Station,"[{'id': 19007, 'name': 'Fuel Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}}]",Gas station,"43 N Homan Ave (Washington), Chicago, IL 60624",Chicago,US,
"41.89046879243862,-87.70260751247406",db59b1f7a7b64b23a58f1264,11086.0,General Contractor,"[{'id': 11086, 'name': 'General Contractor', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}}]",Bikerdyke Apartments,"3341 W Ohio St, Chicago, IL 60624",Chicago,US,
"41.89046879243862,-87.70260751247406",51cadbec498ee83349d3df5c,19000.0,Travel and Transportation,"[{'id': 19000, 'name': 'Travel and Transportation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/default_', 'suffix': '.png'}}]",Metra-Kedzie Station,"Chicago, IL 60624",Chicago,US,
"41.85008369347577,-87.6321405172348",5207b36f11d2ecbb65f1f390,13059.0,Juice Bar,"[{'id': 13059, 'name': 'Juice Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/juicebar_', 'suffix': '.png'}}]",JoyYee Smoothie Station,"2139 S China Pl, Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",525b52b811d236eef78047e6,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"140 W 24TH St (Wentworth Ave & 24th St), Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",4f38b5c8e4b08f009ace3a1d,12071.0,Fire Station,"[{'id': 12071, 'name': 'Fire Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/government_firestation_', 'suffix': '.png'}}]",Chicago Fire Department District 1 Station 8,"212 W Cermak Rd, Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",5234a93f11d22da9b99b5db1,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2002 S Wentworth Ave (Wentworth Ave & Archer Ave), Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",51bb1cc079c9be3acfaf6183,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"240 W 19th St (Wells St & 19th St), Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",522f8d96498e94342d5fa5c8,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"12 W 19TH St (State St & 19th St), Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",529b2ad3498ea436670825d8,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",LaSalle Station,"Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",8bf333b2b2844e3898912244,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"316 W Cermak Rd, Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",345a9dab36a14a38ddd564af,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"2111 S Wabash Ave, Chicago, IL 60616",Chicago,US,
"41.85008369347577,-87.6321405172348",c741427b4c134a279a57358c,11000.0,Business and Professional Services,"[{'id': 11000, 'name': 'Business and Professional Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",Loft Station at River Place,"329 W 18th St, Chicago, IL 60616",Chicago,US,
"41.92393131136619,-87.63582453131676",520fd59e11d254ba520af2d0,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2205 N Sedgwick St (Sedgwick St & Webster Ave), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",521d3e7bbce697def98e2cf1,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2401 N Lake Shore Dr (Theater on the Lake), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",51bb1cc079c9be3acfaf607f,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"305 W Armitage Ave (Clark St & Armitage Ave), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",5282b871498e8a963b4cf841,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2695 N Stockton Dr (Stockton Dr & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",4dbcb0160437955ec03af110,16000.0,Landmarks and Outdoors,"[{'id': 16000, 'name': 'Landmarks and Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}}]",Clean Feet Station Fountain,"Lincoln Avenue, Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",534597db498e7e5c5af4f3a3,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"601 W Wrightwood Ave (Clark St & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",5233e71b498e2b209098595f,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1840 N Clark St (Clark St & Lincoln Ave), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",5282b871498e8a963b4cf812,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2695 N Stockton Dr (Stockton Dr & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",da5d3c8cc1834c58145e9b49,17119.0,Bicycle Store,"[{'id': 17119, 'name': 'Bicycle Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Hans Bikes,"2425 N Clark St, Chicago, IL 60614",Chicago,US,
"41.92393131136619,-87.63582453131676",4e16763ae4cd70c587b91b4b,16032.0,Park,"[{'id': 16032, 'name': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",Fire Station Park,"1990 N Larrabee St (Armitage), Chicago, IL 60614",Chicago,US,
"41.91849115368695,-87.69742280244827",4bb3cdf714cfd13a709416ab,17119.0,Bicycle Store,"[{'id': 17119, 'name': 'Bicycle Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",The Bike Lane,"2130 N Milwaukee Ave, Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",5282b870498e8a963b4cf72a,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2988 W Armitage Ave (Humboldt Blvd & Armitage Ave), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",4b1ae5dff964a52032f423e3,17119.0,Bicycle Store,"[{'id': 17119, 'name': 'Bicycle Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Smart Bike Parts.com,"3031 W Armitage Ave (at Whipple), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",5282b870498e8a963b4cf693,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2146 N Milwaukee Ave (Milwaukee Ave & Rockwell St), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",51fdac4d498ea033c3c4a3ad,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2296 N Milwaukee Ave (California Ave & Milwaukee Ave), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",4ba95a38f964a5203d213ae3,12072.0,Police Station,"[{'id': 12072, 'name': 'Police Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/government_policestation_', 'suffix': '.png'}}]",14th District Police Station,"2150 N California Ave (Shakespeare), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",52255c8a498ea9c6b355ff10,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2809 W Altgeld St (California Ave & Altgeld St), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",51fdadef498e359d81a54d17,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1872 N Winnebago Ave (Western Ave & Winnebago Ave), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",55d7da99498e38340cedd174,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1807 N Albany Ave (Albany Ave & Bloomingdale Ave), Chicago, IL 60647",Chicago,US,
"41.91849115368695,-87.69742280244827",5282b870498e8a963b4cf726,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1605 N California Ave (California Ave & North Ave), Chicago, IL 60647",Chicago,US,
"41.896746973093805,-87.63566762208939",51bb1cc079c9be3acfaf5f07,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"367 W Huron St (Sedgwick St & Huron St), Chicago, IL 60654",Chicago,US,
"41.896746973093805,-87.63566762208939",51bb1cc079c9be3acfaf5fe5,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"640 N Wells St (Wells St & Erie St), Chicago, IL 60654",Chicago,US,
"41.896746973093805,-87.63566762208939",51bb1cc079c9be3acfaf5fd2,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"932 N Wells St (Wells St & Walton St), Chicago, IL 60610",Chicago,US,
"41.896746973093805,-87.63566762208939",521f63fb11d278b8e32a5923,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"906 N Dearborn Pkwy (Dearborn Pkwy & Delaware St), Chicago, IL 60610",Chicago,US,
"41.896746973093805,-87.63566762208939",5282b871498e8a963b4cf828,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"65 W Chicago Ave (Clark St & Chicago Ave), Chicago, IL 60654",Chicago,US,
"41.896746973093805,-87.63566762208939",5388ced6498ebf7270129017,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"511 W Erie St (Kingsbury St & Erie St), Chicago, IL 60654",Chicago,US,
"41.896746973093805,-87.63566762208939",51ec16de498e127ef45d7dd4,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"993 N Larrabee St (Larrabee St & Oak St), Chicago, IL 60610",Chicago,US,
"41.896746973093805,-87.63566762208939",51bb1cc079c9be3acfaf5f3c,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"841 N Larrabee St (Larrabee St & Kingsbury St), Chicago, IL 60610",Chicago,US,
"41.896746973093805,-87.63566762208939",51bb1cc079c9be3acfaf611a,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"350 W ELM St (Orleans St & Elm St), Chicago, IL 60610",Chicago,US,
"41.896746973093805,-87.63566762208939",5395d883498edbdef879df96,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"13 E Cedar St (Rush St & Cedar St), Chicago, IL 60611",Chicago,US,
"41.9366884494997,-87.63682901859283",51fd8623498ecbfb468163b0,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3001 N Lake Shore Dr (Lake Shore Dr & Wellington Ave), Chicago, IL 60657",Chicago,US,
"41.9366884494997,-87.63682901859283",4bcb7a2bfb84c9b6c8f61e3e,16000.0,Landmarks and Outdoors,"[{'id': 16000, 'name': 'Landmarks and Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}}]",Lincoln Park AB Workout Station,"Chicago, IL 60657",Chicago,US,
"41.9366884494997,-87.63682901859283",5282b871498e8a963b4cf812,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2695 N Stockton Dr (Stockton Dr & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.9366884494997,-87.63682901859283",5282b871498e8a963b4cf821,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3220 N Lake Shore Dr (Lake Shore Dr & Belmont Ave), Chicago, IL 60657",Chicago,US,
"41.9366884494997,-87.63682901859283",501e6cede4b071e497bbb829,16019.0,Hiking Trail,"[{'id': 16019, 'name': 'Hiking Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}}]",Fleet Feet Hydration Station,"Chicago, IL 60657",Chicago,US,
"41.9366884494997,-87.63682901859283",5282b871498e8a963b4cf841,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2695 N Stockton Dr (Stockton Dr & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.9366884494997,-87.63682901859283",5230a18611d2f16678060871,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2753 N Hampden Ct (Hampden Ct & Diversey Pkwy), Chicago, IL 60614",Chicago,US,
"41.9366884494997,-87.63682901859283",4e23172d628469a574269aa9,18000.0,Sports and Recreation,"[{'id': 18000, 'name': 'Sports and Recreation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}}]",Diversey Bike Trail,"Chicago, IL 60657",Chicago,US,
"41.9366884494997,-87.63682901859283",535b0536498e97c235ee4526,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Bike,"544 W Barry Ave (Broadway And Barry), Chicago, IL 60657",Chicago,US,
