lat-long,fsq_id,cat_id,category_name,categories,name,address,city,country,popularity
"41.96909,-87.674237",5282b871498e8a963b4cf843,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"4802 N Ravenswood Ave (Ravenswood Ave & Lawrence Ave), Chicago, IL 60640",Chicago,US,
"41.96909,-87.674237",5282b870498e8a963b4cf678,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"4705 N Damen Ave (Damen Ave & Leland Ave), Chicago, IL 60625",Chicago,US,
"41.96909,-87.674237",5282b871498e8a963b4cf823,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1500 W Leland Ave (Clark St & Leland Ave), Chicago, IL 60640",Chicago,US,
"41.96909,-87.674237",519cd5032b984a56dac05d27,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Ravenswood Station,"4800 N Ravenswood Ave, Chicago, IL 60640",Chicago,US,
"41.96909,-87.674237",a4bb0e3b1b2b41de3e4f7e32,11148.0,Property Management Office,"[{'id': 11148, 'name': 'Property Management Office', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}}, {'id': 11149, 'name': 'Real Estate Agency', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}}]",Ravenswood Station Lofts,"4745 N Ravenswood Ave, Chicago, IL 60640",Chicago,US,
"41.96909,-87.674237",5b444a3475dcb7002ccd961f,10032.0,Night Club,"[{'id': 10032, 'name': 'Night Club', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}, {'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Ravenswood Station,"4709 N Damen Ave, Chicago, IL 60625",Chicago,US,
"41.96909,-87.674237",525f3f7f11d2eb81cf99f6e6,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1513 W Winnemac Ave (Clark St & Winnemac Ave), Chicago, IL 60640",Chicago,US,
"41.96909,-87.674237",5282b871498e8a963b4cf810,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2001 W Sunnyside Ave (Damen Ave & Sunnyside Ave), Chicago, IL 60625",Chicago,US,
"41.96909,-87.674237",5218db51bce681c486efb98e,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1802 W Montrose Ave (Ravenswood Ave & Montrose Ave), Chicago, IL 60613",Chicago,US,
"41.96909,-87.674237",56439c29cd109915f7fa2e9d,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"5124 N Damen Ave (Damen Ave & Foster Ave), Chicago, IL 60625",Chicago,US,
"41.793242,-87.587782",5282b871498e8a963b4cf846,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1896 Columbia Dr (Museum of Science and Industry), Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",59b0718c249623281173e577,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"56TH St (Lake Park Ave), Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",5532a796498ebf4d1dfa086f,17119.0,Bicycle Store,"[{'id': 17119, 'name': 'Bicycle Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Tamago Coffee & Bikes,"1451 E 57th St (at Harper Ave), Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",19c0593fdee54f5334791572,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",55th-56th-57th Street/Museum of Science and Industry Station,"Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",9827b51ae12543fb20cca72d,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Hyde Park Metra Station,"55 E 57th St, Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",523f5fd6498ef93349d38762,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1755 E 55th St (Shore Drive & 55th St), Chicago, IL 60615",Chicago,US,
"41.793242,-87.587782",6bd20ccb096440c683fc94ff,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"1616 E 56th St, Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",4b18688df964a5204fd223e3,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Metra 59th St Station,"1512 E 59th St (at Harper Ave), Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",4e25a3551850b2c0065e54ff,16019.0,Hiking Trail,"[{'id': 16019, 'name': 'Hiking Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}}]",Bike and Roll Chicago,"6300 South Lakeshore Drive, Chicago, IL 60637",Chicago,US,
"41.793242,-87.587782",5282b871498e8a963b4cf7f5,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1300 E 53rd St (Kimbark Ave & 53rd St), Chicago, IL 60615",Chicago,US,
"41.88283,-87.661206",522011a111d273f0d7c18e22,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1337 W Washington Blvd (Ada St & Washington Blvd), Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",528cc87a11d2c37761beb0b0,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"May Street and Randolph, Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",51bb1cc079c9be3acfaf5ffe,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"130 N MAY St (May St & Randolph St), Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",5213db4411d2238329dfd34b,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"232 S Loomis St (Loomis St & Jackson Blvd), Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",53d2985d498e2d6262f29a72,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"Aberdeen St, Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",4c636604edd320a16a85af29,12072.0,Police Station,"[{'id': 12072, 'name': 'Police Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/government_policestation_', 'suffix': '.png'}}]",Chicago Police Station - 12th District,"100 S Racine Ave, Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",5282b870498e8a963b4cf29f,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1608 W Lake St (Ashland Ave & Lake St), Chicago, IL 60612",Chicago,US,
"41.88283,-87.661206",5c7a9232911fc4002ca39449,13035.0,Coffee Shop,"[{'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Heritage Bikes & Coffee,"172 N Racine Ave (Lake Street), Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",5282b870498e8a963b4cf5e9,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1140 W Fulton St (May St & Fulton St), Chicago, IL 60607",Chicago,US,
"41.88283,-87.661206",77fed8e01e18012f487f54d8,10039.0,Music Venue,"[{'id': 10039, 'name': 'Music Venue', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}]",Cowalunga Bike Tour,"1440 W Washington Blvd, Chicago, IL 60607",Chicago,US,
"41.950687,-87.6687",5282b871498e8a963b4cf852,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1590 W Grace St (Ashland Ave & Grace St), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5282b870498e8a963b4cf64b,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3637 N Southport Ave (Southport Ave & Waveland Ave), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5269b796498eeafec5725cf7,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3954 N Southport Ave (Southport Ave & Irving Park Rd), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5282b870498e8a963b4cf6f4,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3705 N Lincoln Ave (Lincoln Ave & Waveland Ave), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5282b870498e8a963b4cf69d,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1501 W Belle Plaine Ave (Ashland Ave & Belle Plaine Ave), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5282b870498e8a963b4cf668,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"4019 N Ravenswood Ave (Ravenswood Ave & Irving Park Rd), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5282b871498e8a963b4cf817,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3538 N Lincoln Ave (Lincoln Ave & Addison St), Chicago, IL 60657",Chicago,US,
"41.950687,-87.6687",521178d811d23c1ac4878f53,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"3761 N Racine Ave (Clark St & Grace St), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5282b870498e8a963b4cf7a7,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"4155 N Southport Ave (Southport Ave & Clark St), Chicago, IL 60613",Chicago,US,
"41.950687,-87.6687",5226764a11d21af1001390bd,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1675 W Roscoe St (Lincoln Ave & Roscoe St), Chicago, IL 60657",Chicago,US,
"41.929546,-87.643118",534597db498e7e5c5af4f3a3,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"601 W Wrightwood Ave (Clark St & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",5230a18611d2f16678060871,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2753 N Hampden Ct (Hampden Ct & Diversey Pkwy), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",5282b871498e8a963b4cf841,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2695 N Stockton Dr (Stockton Dr & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",40b68100f964a52070001fe3,13022.0,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lincoln Station,"2432 N Lincoln Ave (at W Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",527d0ab311d279e0da8e6a07,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"812 W Wrightwood Ave (Halsted St & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",5747a9c338fad4925ddd9c06,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2800 N Halsted St (Halsted St & Diversey Pkwy), Chicago, IL 60657",Chicago,US,
"41.929546,-87.643118",527d098711d279e0da8de467,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2419 N Lincoln Ave (Lincoln Ave & Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",5282b871498e8a963b4cf812,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2695 N Stockton Dr (Stockton Dr & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.929546,-87.643118",52180ad611d2681bb2d86341,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"718 W Wellington Ave (Clark St & Wellington Ave), Chicago, IL 60657",Chicago,US,
"41.929546,-87.643118",520fd59e11d254ba520af2d0,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2205 N Sedgwick St (Sedgwick St & Webster Ave), Chicago, IL 60614",Chicago,US,
"41.866095,-87.607267",4bc795396501c9b6eab83e29,16000.0,Landmarks and Outdoors,"[{'id': 16000, 'name': 'Landmarks and Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}}]",Alpogianis/Lombardini Bike Path,"1200 S Lake Shore Dr, Chicago, IL 60605",Chicago,US,
"41.866095,-87.607267",51e31795498eb68b0c97053b,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1400 S Lake Shore Dr (Museum Campus), Chicago, IL 60605",Chicago,US,
"41.866095,-87.607267",d2f64d673b64413bf51de735,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"1400 S Lynn White Dr, Chicago, IL 60605",Chicago,US,
"41.866095,-87.607267",fe0b6b24865b42a6124e26b8,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"1410 S Museum Campus Dr, Chicago, IL 60605",Chicago,US,
"41.871262,-87.673688",5282b871498e8a963b4cf850,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"801 S Wolcott Ave (Wolcott Ave & Polk St), Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",5282b871498e8a963b4cf7ed,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1731 W Taylor St (Wood St & Taylor St), Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",4f95ca84754af8efd41c12ab,12021.0,College Cafeteria,"[{'id': 12021, 'name': 'College Cafeteria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/education/cafeteria_', 'suffix': '.png'}}]",Union Station Cafe,"828 S Wolcott Ave, Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",4f95cbce754af8efd41c3660,12021.0,College Cafeteria,"[{'id': 12021, 'name': 'College Cafeteria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/education/cafeteria_', 'suffix': '.png'}}]",Wood Street Station,"840 S Wood St, Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",5282b870498e8a963b4cf2a3,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1885 W Congress Pkwy (Ogden Ave & Congress Pkwy), Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",5f512f852e3ee7202e7922bc,13094.0,Burmese Restaurant,"[{'id': 13094, 'name': 'Burmese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",Kathmandu MoMo Station,"1811 W Harrison St (Wood), Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",56439c28cd109915f7fa2d0b,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1280 S Ashland Ave (Ashland Ave & 13th St), Chicago, IL 60608",Chicago,US,
"41.871262,-87.673688",13cee44a042745ba751d7dc5,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"915 S Paulina St, Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",85845fa74a8a48ed42fa68e9,19006.0,Electric Vehicle Charging Station,"[{'id': 19006, 'name': 'Electric Vehicle Charging Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Electric Charging Station,"1641 W Harrison St, Chicago, IL 60612",Chicago,US,
"41.871262,-87.673688",c0f9cc5210a3433297d1cee3,19047.0,Rail Station,"[{'id': 19047, 'name': 'Rail Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/trainstation_', 'suffix': '.png'}}]",Illinois Medical District Blue Line Station,"Chicago, IL 60612",Chicago,US,
"41.928887,-87.658971",5282b870498e8a963b4cf49f,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1375 W Wrightwood Ave (Southport Ave & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",5282b870498e8a963b4cf331,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2765 N Racine Ave (Lincoln Ave & Diversey Pkwy), Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",51bb1cc079c9be3acfaf6176,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2411 N Racine Ave (Racine Ave & Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",51bb1cc079c9be3acfaf6095,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2580 N Sheffield Ave (Sheffield Ave & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",52f4dba3498ed99c76123481,19042.0,Bus Station,"[{'id': 19042, 'name': 'Bus Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/busstation_', 'suffix': '.png'}}]",CTABus 1225 - Fullerton Red/Purple/Brown Station - Westbound,"Sheffield, Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",40b68100f964a52070001fe3,13022.0,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lincoln Station,"2432 N Lincoln Ave (at W Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",5282b871498e8a963b4cf81a,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2801 N Greenview Ave (Greenview Ave & Diversey Pkwy), Chicago, IL 60657",Chicago,US,
"41.928887,-87.658971",5211384211d2d908bb8d5f58,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2400 N Greenview Ave (Greenview Ave & Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.928887,-87.658971",5b7877c6dd12f8002cc72214,11070.0,Massage Clinic,"[{'id': 11070, 'name': 'Massage Clinic', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/spa_', 'suffix': '.png'}}]",Foot Station,"2853 N Lincoln Ave, Chicago, IL 60657",Chicago,US,
"41.928887,-87.658971",51fec72c498e900f450ee0ea,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"1600 W Wrightwood Ave (Ashland Ave & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.929143,-87.649077",527d0ab311d279e0da8e6a07,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"812 W Wrightwood Ave (Halsted St & Wrightwood Ave), Chicago, IL 60614",Chicago,US,
"41.929143,-87.649077",40b68100f964a52070001fe3,13022.0,Sports Bar,"[{'id': 13022, 'name': 'Sports Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Lincoln Station,"2432 N Lincoln Ave (at W Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.929143,-87.649077",527d098711d279e0da8de467,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2419 N Lincoln Ave (Lincoln Ave & Fullerton Ave), Chicago, IL 60614",Chicago,US,
"41.929143,-87.649077",5747a9c338fad4925ddd9c06,19002.0,Bike Rental,"[{'id': 19002, 'name': 'Bike Rental', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Divvy Station,"2800 N Halsted St (Halsted St & Diversey Pkwy), Chicago, IL 60657",Chicago,US,
