id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
u_-9CC5FRg-FiA72hVAZtQ,london-bicycle-tour-co-london,London Bicycle Tour Co,https://s3-media1.fl.yelpcdn.com/bphoto/EidwtcDzl7cXZ1IXJkxpkg/o.jpg,False,https://www.yelp.com/biz/london-bicycle-tour-co-london?adjust_creative=fTSM8xnDvU99-EqonN-pgw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fTSM8xnDvU99-EqonN-pgw,19,"[{'alias': 'bikerentals', 'title': 'Bike Rentals'}, {'alias': 'biketours', 'title': 'Bike tours'}, {'alias': 'bikes', 'title': 'Bikes'}]",4.0,[],££££,+442079286838,+44 20 7928 6838,2486.912955215867,51.4961682,-0.1119967,74 Kennington Road,Kennington,,London,SE11 6NL,GB,XGL,"['74 Kennington Road', 'Kennington', 'London SE11 6NL', 'United Kingdom']"
